0,-5.58794e-09,0.420378,-0.16057,-1.29642e-17,1,4.9519e-18,-0.356822,0,-0.934172,-0.934172,0,0.356822,1,14,15,
1,-5.58794e-09,0.420378,0.16057,1.29642e-17,-1,-4.9519e-18,-0.356822,-0,-0.934172,0.934172,-0,-0.356822,0,12,13,
2,-0.16057,-3.72529e-09,0.420378,-0,-0.934172,0.356822,-1,-0,0,0,-0.356822,-0.934172,18,12,3,
3,0.16057,-3.72529e-09,0.420378,-0,-0.934172,-0.356822,-1,-0,-0,-0,0.356822,-0.934172,13,19,2,
4,0.16057,-3.72529e-09,-0.420378,0,0.934172,-0.356822,-1,0,-0,0,0.356822,0.934172,15,17,5,
5,-0.16057,-3.72529e-09,-0.420378,0,0.934172,0.356822,-1,0,0,-0,-0.356822,0.934172,16,14,4,
6,-5.58794e-09,-0.420378,0.16057,-1.29642e-17,-1,-4.9519e-18,-0.356822,-0,0.934172,-0.934172,0,-0.356822,18,7,19,
7,-5.58794e-09,-0.420378,-0.16057,1.29642e-17,1,4.9519e-18,-0.356822,0,0.934172,0.934172,-0,0.356822,16,6,17,
8,-0.420378,0.16057,-3.72529e-09,-0.356822,-0,0.934172,-0.934172,-0,-0.356822,-1.29642e-17,-1,-4.9519e-18,9,14,12,
9,-0.420378,-0.16057,-3.72529e-09,0.356822,0,0.934172,-0.934172,0,0.356822,1.29642e-17,-1,-4.9519e-18,18,16,8,
10,0.420378,0.16057,-3.72529e-09,0.356822,-0,-0.934172,-0.934172,0,-0.356822,1.29642e-17,1,4.9519e-18,11,13,15,
11,0.420378,-0.16057,-3.72529e-09,-0.356822,0,-0.934172,-0.934172,0,0.356822,-1.29642e-17,1,4.9519e-18,10,17,19,
12,-0.259808,0.259808,0.259808,-0.408248,-0.707107,0.57735,-0.816497,-2.77556e-17,-0.57735,0.408248,-0.707107,-0.57735,2,1,8,
13,0.259808,0.259808,0.259808,0.408248,-0.707107,-0.57735,-0.816497,-2.77556e-17,-0.57735,0.408248,0.707107,-0.57735,3,1,10,
14,-0.259808,0.259808,-0.259808,-0.408248,0.707107,0.57735,-0.816497,-2.77556e-17,-0.57735,-0.408248,-0.707107,0.57735,0,5,8,
15,0.259808,0.259808,-0.259808,0.408248,0.707107,-0.57735,-0.816497,-2.77556e-17,-0.57735,-0.408248,0.707107,0.57735,4,0,10,
16,-0.259808,-0.259808,-0.259808,0.408248,0.707107,0.57735,-0.816497,2.77556e-17,0.57735,0.408248,-0.707107,0.57735,5,7,9,
17,0.259808,-0.259808,-0.259808,-0.408248,0.707107,-0.57735,-0.816497,2.77556e-17,0.57735,0.408248,0.707107,0.57735,11,4,7,
18,-0.259808,-0.259808,0.259808,0.408248,-0.707107,0.57735,-0.816497,2.77556e-17,0.57735,-0.408248,-0.707107,-0.57735,2,6,9,
19,0.259808,-0.259808,0.259808,-0.408248,-0.707107,-0.57735,-0.816497,2.77556e-17,0.57735,-0.408248,0.707107,-0.57735,3,11,6,
