0,3.72529e-09,0.340707,-0.293971,3.62637e-17,1,4.2029e-17,-0.653268,0,-0.757126,-0.757126,-0,0.653268,3,56,60,
1,0.132543,0.422623,-0.0795114,0.805364,0.514427,-0.29454,-0.343474,-5.55112e-17,-0.939162,-0.48313,0.857534,0.176692,3,62,6,
2,-0.132543,0.422623,-0.0795114,-0.805364,0.514427,0.29454,-0.343474,5.55112e-17,-0.939162,-0.48313,-0.857534,0.176692,3,5,57,
3,3.72529e-09,0.420378,-0.16057,0,1,-0,-0.356822,0,-0.934172,-0.934172,-0,0.356822,0,2,1,
4,3.72529e-09,0.340707,0.293971,-3.62637e-17,-1,-4.2029e-17,-0.653268,-0,-0.757126,0.757126,0,-0.653268,7,48,52,
5,-0.132543,0.422623,0.0795114,-0.805364,-0.514427,0.29454,-0.343474,-5.55112e-17,-0.939162,0.48313,-0.857534,-0.176692,7,2,50,
6,0.132543,0.422623,0.0795114,0.805364,-0.514427,-0.29454,-0.343474,5.55112e-17,-0.939162,0.48313,0.857534,-0.176692,7,53,1,
7,3.72529e-09,0.420378,0.16057,-0,-1,-0,-0.356822,-0,-0.934172,0.934172,0,-0.356822,5,6,4,
8,-0.0795114,0.132543,0.422623,-0.0544588,-0.982758,0.176692,-0.955639,-6.93889e-18,-0.29454,0.289462,-0.184894,-0.939162,11,48,12,
9,-0.0795114,-0.132543,0.422623,0.0544588,-0.982758,0.176692,-0.955639,6.93889e-18,0.29454,-0.289462,-0.184894,-0.939162,11,14,72,
10,-0.293971,-4.01633e-09,0.340707,-0,-0.757126,0.653268,-1,-0,-0,-0,-0.653268,-0.757126,11,74,49,
11,-0.16057,-4.01633e-09,0.420378,-0,-0.934172,0.356822,-1,-0,-0,-0,-0.356822,-0.934172,9,10,8,
12,0.0795114,0.132543,0.422623,0.0544588,-0.982758,-0.176692,-0.955639,1.38778e-17,-0.29454,0.289462,0.184894,-0.939162,15,52,8,
13,0.293971,-4.01633e-09,0.340707,-0,-0.757126,-0.653268,-1,0,-0,0,0.653268,-0.757126,15,77,54,
14,0.0795114,-0.132543,0.422623,-0.0544588,-0.982758,-0.176692,-0.955639,-1.38778e-17,0.29454,-0.289462,0.184894,-0.939162,15,9,76,
15,0.16057,-4.01633e-09,0.420378,-0,-0.934172,-0.356822,-1,0,-0,0,0.356822,-0.934172,13,14,12,
16,0.0795114,0.132543,-0.422623,0.0544588,0.982758,-0.176692,-0.955639,-6.93889e-18,-0.29454,-0.289462,0.184894,0.939162,19,60,20,
17,0.0795114,-0.132543,-0.422623,-0.0544588,0.982758,-0.176692,-0.955639,6.93889e-18,0.29454,0.289462,0.184894,0.939162,19,22,68,
18,0.293971,-4.01633e-09,-0.340707,0,0.757126,-0.653268,-1,0,0,0,0.653268,0.757126,19,70,61,
19,0.16057,-4.01633e-09,-0.420378,0,0.934172,-0.356822,-1,0,0,0,0.356822,0.934172,17,18,16,
20,-0.0795114,0.132543,-0.422623,-0.0544588,0.982758,0.176692,-0.955639,1.38778e-17,-0.29454,-0.289462,-0.184894,0.939162,23,56,16,
21,-0.293971,-4.01633e-09,-0.340707,0,0.757126,0.653268,-1,0,-0,0,-0.653268,0.757126,23,65,58,
22,-0.0795114,-0.132543,-0.422623,0.0544588,0.982758,0.176692,-0.955639,-1.38778e-17,0.29454,0.289462,-0.184894,0.939162,23,17,64,
23,-0.16057,-4.01633e-09,-0.420378,0,0.934172,0.356822,-1,0,-0,0,-0.356822,0.934172,22,20,21,
24,3.72529e-09,-0.340707,0.293971,3.62637e-17,-1,-4.2029e-17,-0.653268,-0,0.757126,-0.757126,-0,-0.653268,27,72,76,
25,0.132543,-0.422623,0.0795114,-0.805364,-0.514427,-0.29454,-0.343474,-5.55112e-17,0.939162,-0.48313,0.857534,-0.176692,27,78,30,
26,-0.132543,-0.422623,0.0795114,0.805364,-0.514427,0.29454,-0.343474,5.55112e-17,0.939162,-0.48313,-0.857534,-0.176692,27,29,73,
27,3.72529e-09,-0.420378,0.16057,-0,-1,0,-0.356822,-0,0.934172,-0.934172,-0,-0.356822,26,25,24,
28,3.72529e-09,-0.340707,-0.293971,-3.62637e-17,1,4.2029e-17,-0.653268,0,0.757126,0.757126,0,0.653268,31,64,68,
29,-0.132543,-0.422623,-0.0795114,0.805364,0.514427,0.29454,-0.343474,-5.55112e-17,0.939162,0.48313,-0.857534,0.176692,31,26,66,
30,0.132543,-0.422623,-0.0795114,-0.805364,0.514427,-0.29454,-0.343474,5.55112e-17,0.939162,0.48313,0.857534,0.176692,31,69,25,
31,3.72529e-09,-0.420378,-0.16057,0,1,0,-0.356822,0,0.934172,0.934172,0,0.356822,28,29,30,
32,-0.340707,0.293971,0,-0.653268,-0,0.757126,-0.757126,-0,-0.653268,3.62637e-17,-1,-4.2029e-17,35,50,57,
33,-0.422623,0.0795114,0.132543,-0.168595,-0.299249,0.939162,-0.984266,1.38778e-17,-0.176692,0.0528749,-0.954175,-0.29454,35,49,38,
34,-0.422623,0.0795114,-0.132543,-0.168595,0.299249,0.939162,-0.984266,0,-0.176692,-0.0528749,-0.954175,0.29454,35,58,37,
