0,0.871119,
1,0.797398,
2,0.872737,
3,0.955749,
4,0.8285,
5,0.906488,
6,0.826801,
7,0.951353,
8,0.880697,
9,0.943025,
10,0.806597,
11,1,
12,0.884007,
13,0.792234,
14,0.989921,
15,0.902284,
16,0.909115,
17,0.899839,
18,0.790344,
19,0.859785,
20,0.87523,
21,0.866641,
22,0.986808,
23,0.883506,
24,0.699723,
25,0.634193,
26,0.746147,
27,0.676988,
28,0.747403,
29,0.790556,
30,0.619301,
31,0.702607,
32,0.216817,
33,0.123336,
34,0.195688,
35,0.658348,
36,0.561678,
37,0.168953,
38,0.122074,
39,0.421374,
40,0.329133,
41,0.224312,
42,0.23585,
43,0.495212,
44,0.51647,
45,0,
46,0.00837566,
47,0.412933,
48,0.825973,
49,0.648356,
50,0.682116,
51,0.778625,
52,0.848693,
53,0.678999,
54,0.714997,
55,0.776993,
56,0.81218,
57,0.674304,
58,0.686659,
59,0.749119,
60,0.823396,
61,0.69225,
62,0.693106,
63,0.778629,
64,0.788,
65,0.620785,
66,0.644433,
67,0.582558,
68,0.831219,
69,0.570837,
70,0.516176,
71,0.58949,
72,0.767468,
73,0.632613,
74,0.662494,
75,0.633011,
76,0.778614,
77,0.537231,
78,0.554957,
79,0.619584,
