0	318.214	2.30722	0	0	0	0	0	0	
1	301.615	2.19031	-0.000575303	-0.000850289	9.31003e-05	-0.0133942	0.0245673	-0.000968625	
2	279.969	2.19031	-0.000575303	-0.000850289	9.31003e-05	-0.0133942	0.0245673	-0.000968625	
3	254.052	2.19031	-0.000575303	-0.000850289	9.31003e-05	-0.0133942	0.0245673	-0.000968625	
4	196.14	2.04018	-0.000245082	-0.000400358	2.29381e-05	-0.00918985	0.0203982	-0.00041674	
5	174.345	2.04018	-0.000245082	-0.000400358	2.29381e-05	-0.00918985	0.0203982	-0.00041674	
6	168.142	2.04018	-0.000245082	-0.000400358	2.29381e-05	-0.00918985	0.0203982	-0.00041674	
7	124.101	2.04018	-0.000245082	-0.000400358	2.29381e-05	-0.00918985	0.0203982	-0.00041674	
8	86.967	1.89606	-0.000811278	-0.000820474	0.000101471	0.00789579	0.028394	-0.00541245	
9	67.9595	1.89606	-0.000811278	-0.000820474	0.000101471	0.00789579	0.028394	-0.00541245	
10	53.335	1.82625	-0.00044875	-0.000135537	9.16216e-05	0.00719848	0.0360278	-0.0058134	
11	37.4532	1.71515	-0.000368216	-0.000405715	9.14791e-05	-0.00954772	0.0487586	-0.0120349	
12	41.1081	1.68111	-0.000442005	-0.000815791	0.00025572	-0.000105861	0.0402866	-0.0100073	
13	51.1886	1.6771	-0.00069866	-0.000534012	0.000378762	-0.00579353	0.0384454	-0.0100764	
14	34.7131	1.6771	-0.00069866	-0.000534012	0.000378762	-0.00579353	0.0384454	-0.0100764	
15	23.2744	1.63732	-0.000449549	-0.000512464	0.000139008	-0.00220191	0.0391782	-0.0104508	
16	13.9839	1.62059	-0.000525165	-0.000564169	0.000351394	-0.00314008	0.0382323	-0.0117121	
17	7.82113	1.60338	-0.000379683	-0.000558854	0.000362956	-0.00307893	0.0323393	-0.01182	
18	7.77155	1.60338	-0.000379683	-0.000558854	0.000362956	-0.00307893	0.0323393	-0.01182	
19	10.4261	1.60338	-0.000379683	-0.000558854	0.000362956	-0.00307893	0.0323393	-0.01182	
20	7.52891	1.60338	-0.000379683	-0.000558854	0.000362956	-0.00307893	0.0323393	-0.01182	
21	1.96059	1.60338	-0.000379683	-0.000558854	0.000362956	-0.00307893	0.0323393	-0.01182	
22	1.93277	1.60338	-0.000379683	-0.000558854	0.000362956	-0.00307893	0.0323393	-0.01182	
23	1.91944	1.60338	-0.000379683	-0.000558854	0.000362956	-0.00307893	0.0323393	-0.01182	
24	1.82945	1.60203	-0.000474654	-0.000500137	0.000277032	-0.00368161	0.0334112	-0.0114573	
25	1.83357	1.60203	-0.000474654	-0.000500137	0.000277032	-0.00368161	0.0334112	-0.0114573	
26	1.83339	1.60058	-0.000458199	-0.000500112	0.000311245	-0.00363043	0.0338778	-0.0115115	
27	1.77814	1.59391	-0.000413073	-0.000486948	0.000258076	-0.00358691	0.0333566	-0.0115827	
28	1.74271	1.59391	-0.000413073	-0.000486948	0.000258076	-0.00358691	0.0333566	-0.0115827	
29	1.71123	1.59391	-0.000413073	-0.000486948	0.000258076	-0.00358691	0.0333566	-0.0115827	
30	1.69966	1.59391	-0.000413073	-0.000486948	0.000258076	-0.00358691	0.0333566	-0.0115827	
31	1.69685	1.59391	-0.000413073	-0.000486948	0.000258076	-0.00358691	0.0333566	-0.0115827	
0	207.847	1.55344	0	0	0	0	0	0	
1	200.701	1.55344	0	0	0	0	0	0	
2	163.974	1.55344	0	0	0	0	0	0	
3	160.168	1.55344	0	0	0	0	0	0	
4	139.711	1.55344	0	0	0	0	0	0	
5	114.743	1.55344	0	0	0	0	0	0	
6	84.4413	1.55344	0	0	0	0	0	0	
7	70.6469	1.55344	0	0	0	0	0	0	
8	49.3162	1.55344	0	0	0	0	0	0	
9	42.0779	1.55344	0	0	0	0	0	0	
10	37.5914	1.55344	0	0	0	0	0	0	
11	35.1283	1.55344	0	0	0	0	0	0	
12	23.838	1.52113	-0.000115778	0.00018082	8.27339e-06	-0.00427132	-0.00426434	-0.0040447	
13	19.2256	1.51866	-7.42563e-05	0.000411808	4.53886e-05	-0.00411238	-0.0136153	-0.00461094	
14	22.1881	1.49491	-5.51192e-05	0.000368904	-3.34961e-05	-0.00858868	-0.0133209	-0.00998442	
15	20.3483	1.49491	-5.51192e-05	0.000368904	-3.34961e-05	-0.00858868	-0.0133209	-0.00998442	
16	16.7897	1.49491	-5.51192e-05	0.000368904	-3.34961e-05	-0.00858868	-0.0133209	-0.00998442	
17	10.5008	1.48703	-6.50937e-05	0.00028935	-2.81198e-05	-0.00717416	-0.0111229	-0.00647199	
18	7.37232	1.48703	-6.50937e-05	0.00028935	-2.81198e-05	-0.00717416	-0.0111229	-0.00647199	
19	5.50067	1.48703	-6.50937e-05	0.00028935	-2.81198e-05	-0.00717416	-0.0111229	-0.00647199	
20	2.69354	1.48681	-6.53984e-05	0.000301711	-5.74279e-06	-0.00701961	-0.0119558	-0.00720221	
21	2.59803	1.4849	-6.29985e-05	0.000316027	-8.5843e-06	-0.00698247	-0.00837759	-0.00638919	
22	2.57874	1.48213	-5.98502e-05	0.00031623	-1.5681e-05	-0.00712203	-0.00964489	-0.00781797	
23	3.61929	1.48202	-6.03119e-05	0.000316137	-8.87327e-06	-0.00705326	-0.00886104	-0.007603	
24	3.63993	1.48202	-6.03119e-05	0.000316137	-8.87327e-06	-0.00705326	-0.00886104	-0.007603	
25	1.55228	1.48153	-6.04524e-05	0.000322306	-2.51603e-05	-0.00710744	-0.00904399	-0.00769584	
26	1.57926	1.48153	-6.04524e-05	0.000322306	-2.51603e-05	-0.00710744	-0.00904399	-0.00769584	
27	1.55442	1.48153	-6.04524e-05	0.000322306	-2.51603e-05	-0.00710744	-0.00904399	-0.00769584	
28	1.51006	1.48153	-6.04524e-05	0.000322306	-2.51603e-05	-0.00710744	-0.00904399	-0.00769584	
29	1.53137	1.48153	-6.04524e-05	0.000322306	-2.51603e-05	-0.00710744	-0.00904399	-0.00769584	
0	265.604	13.4797	0	0	0	0	0	0	
0	361.13	10.6014	0.0067249	0.00798439	-0.00557109	-0.092	0.108736	0.0612064	
1	235.671	13.4797	0	0	0	0	0	0	
1	312.493	10.6014	0.0067249	0.00798439	-0.00557109	-0.092	0.108736	0.0612064	
2	226.383	10.6014	0.0067249	0.00798439	-0.00557109	-0.092	0.108736	0.0612064	
2	201.77	13.4797	0	0	0	0	0	0	
3	178.369	8.42832	-0.00273784	-0.000327879	-0.000770469	-0.0453291	0.035461	0.00643426	
3	161.312	10.6014	0.0067249	0.00798439	-0.00557109	-0.092	0.108736	0.0612064	
4	156.234	8.26262	-0.00123003	-0.00186855	-0.000186707	-0.0447463	0.0353619	0.0121738	
4	123.567	10.457	0.00119794	0.00507689	-0.00225525	-0.00610418	0.069718	0.0513268	
5	105.672	8.50172	0.00204896	0.00607069	-0.00335324	-0.0677352	0.196752	0.0452828	
5	156.505	6.697	-0.00267275	-0.00129112	-0.000806312	-0.132355	0.00743869	-0.0714801	
6	83.4223	6.64927	0.00217761	0.00353488	-0.00378794	-0.107397	0.140763	0.0221917	
6	152.339	6.07385	-0.000258321	-0.00164601	-0.0008095	-0.120648	-0.0422002	-0.0469227	
7	73.0908	6.37579	0.0021382	0.00546223	-0.00362822	-0.0818912	0.15266	0.0349004	
7	119.011	5.77616	-0.000931012	-0.00354551	-0.000776274	-0.0908933	-0.0146734	-0.00936884	
8	64.7914	6.37579	0.0021382	0.00546223	-0.00362822	-0.0818912	0.15266	0.0349004	
8	93.7321	4.23747	-0.00209832	-0.0013648	-0.000811172	-0.122546	0.0087257	-0.00669882	
9	65.0454	5.70275	0.00392286	0.00687757	-0.00363224	-0.100723	0.131688	0.00248242	
9	79.367	4.22668	-0.00261718	-0.00133029	-0.000807987	-0.130752	0.0082785	-0.0315198	
10	52.2764	5.19815	0.00394218	0.00435895	-0.00372312	-0.110109	0.13198	0.0140628	
10	55.3582	4.22668	-0.00261718	-0.00133029	-0.000807987	-0.130752	0.0082785	-0.0315198	
11	46.8985	4.38344	0.0054366	0.00565176	-0.00369079	-0.108682	0.138418	0.0216124	
11	51.5853	4.08218	-0.00144976	-0.00122277	-0.000762659	-0.122213	0.00887797	-0.0225153	
12	49.6732	4.38344	0.0054366	0.00565176	-0.00369079	-0.108682	0.138418	0.0216124	
12	38.5404	4.08218	-0.00144976	-0.00122277	-0.000762659	-0.122213	0.00887797	-0.0225153	
13	42.0892	4.38344	0.0054366	0.00565176	-0.00369079	-0.108682	0.138418	0.0216124	
13	37.824	4.08218	-0.00144976	-0.00122277	-0.000762659	-0.122213	0.00887797	-0.0225153	
14	58.2468	4.38344	0.0054366	0.00565176	-0.00369079	-0.108682	0.138418	0.0216124	
14	35.5287	4.08218	-0.00144976	-0.00122277	-0.000762659	-0.122213	0.00887797	-0.0225153	
15	52.6562	4.38344	0.0054366	0.00565176	-0.00369079	-0.108682	0.138418	0.0216124	
15	23.7225	4.08218	-0.00144976	-0.00122277	-0.000762659	-0.122213	0.00887797	-0.0225153	
16	38.9046	4.38093	0.0050918	0.00568637	-0.00373332	-0.109294	0.13469	0.0217732	
