0,0.375863,
1,0.389038,
2,0.413929,
3,0.388984,
4,0.364106,
5,0.41243,
6,0.409114,
7,0.411103,
8,0.283833,
9,0.257307,
10,0.264655,
11,0.275439,
12,0.261888,
13,0.262749,
14,0.251642,
15,0.264482,
16,0.274226,
17,0.2414,
18,0.268089,
19,0.25873,
20,0.283885,
21,0.281085,
22,0.246215,
23,0.278212,
24,0.26856,
25,0.302323,
26,0.316406,
27,0.318111,
28,0.266768,
29,0.325283,
30,0.314992,
31,0.331112,
32,0.347581,
33,0.269127,
34,0.268523,
35,0.484264,
36,0.306876,
37,0.293403,
38,0.277846,
39,0.316434,
40,0.319567,
41,0.232796,
42,0.247496,
43,0.465522,
44,0.313905,
45,0.256806,
46,0.241818,
47,0.371292,
48,0.344862,
49,0.291679,
50,0.378378,
51,0.345278,
52,0.349156,
53,0.363793,
54,0.291934,
55,0.328746,
56,0.347802,
57,0.376738,
58,0.297107,
59,0.341262,
60,0.312428,
61,0.272169,
62,0.366452,
63,0.339755,
64,0.255415,
65,0.284544,
66,0.297326,
67,0.284793,
68,0.228951,
69,0.272101,
70,0.2491,
71,0.21866,
72,0.2623,
73,0.269456,
74,0.26308,
75,0.291872,
76,0.235491,
77,0.253089,
78,0.260338,
79,0.243132,
