0,0.466164,
1,0.454866,
2,0.481556,
3,0.456085,
4,0.457667,
5,0.47702,
6,0.469236,
7,0.472141,
8,0.421841,
9,0.392501,
10,0.387876,
11,0.422596,
12,0.395586,
13,0.386331,
14,0.39553,
15,0.405682,
16,0.416018,
17,0.362019,
18,0.379585,
19,0.386804,
20,0.421402,
21,0.407522,
22,0.360665,
23,0.397699,
24,0.338369,
25,0.395641,
26,0.405045,
27,0.424857,
28,0.347376,
29,0.401028,
30,0.402629,
31,0.420941,
32,0.433868,
33,0.373468,
34,0.371555,
35,0.573409,
36,0.369944,
37,0.352312,
38,0.343892,
39,0.338936,
40,0.3982,
41,0.33296,
42,0.34434,
43,0.508338,
44,0.359562,
45,0.315871,
46,0.282747,
47,0.371107,
48,0.45339,
49,0.400492,
50,0.445657,
51,0.454329,
52,0.471426,
53,0.439157,
54,0.39965,
55,0.436055,
56,0.454265,
57,0.440335,
58,0.408764,
59,0.438727,
60,0.429836,
61,0.377338,
62,0.439269,
63,0.438796,
64,0.321615,
65,0.353876,
66,0.403031,
67,0.348001,
68,0.307639,
69,0.3754,
70,0.31548,
71,0.316559,
72,0.335632,
73,0.39926,
74,0.337907,
75,0.339996,
76,0.317834,
77,0.327535,
78,0.368481,
79,0.326558,
