0,0.232647,
1,0.303562,
2,0.311368,
3,0.301735,
4,0.250375,
5,0.287886,
6,0.418507,
7,0.26607,
8,0.264555,
9,0.280094,
10,0.292117,
11,0.280187,
12,0.257692,
13,0.282642,
14,0.262274,
15,0.256126,
16,0.285613,
17,0.278477,
18,0.263459,
19,0.288759,
20,0.270815,
21,0.253144,
22,0.276904,
23,0.26972,
24,0.263823,
25,0.404366,
26,0.254258,
27,0.264,
28,0.243467,
29,0.328322,
30,0.307288,
31,0.301676,
32,0.314805,
33,0.319346,
34,0.269683,
35,0.286272,
36,0.291604,
37,0.261122,
38,0.309811,
39,0.274672,
40,0.250488,
41,0.261055,
42,0.272463,
43,0.278637,
44,0.254815,
45,0.265534,
46,0.263952,
47,0.28287,
48,0.243304,
49,0.315999,
50,0.298671,
51,0.280942,
52,0.287852,
53,0.277806,
54,0.278042,
55,0.291449,
56,0.268987,
57,0.282,
58,0.238951,
59,0.256217,
60,0.227355,
61,0.263753,
62,0.36529,
63,0.22827,
64,0.276832,
65,0.237433,
66,0.322403,
67,0.254644,
68,0.215375,
69,0.356752,
70,0.263097,
71,0.219058,
72,0.240991,
73,0.284273,
74,0.29587,
75,0.274581,
76,0.284565,
77,0.281578,
78,0.273199,
79,0.295587,
