0,0.0975154,
1,0.192302,
2,0.174992,
3,0.0497652,
4,0.168598,
5,0.139106,
6,0.408928,
7,0.0628554,
8,0.0870594,
9,0.0748061,
10,0.135455,
11,0.0540435,
12,0.0648105,
13,0.0824604,
14,0.0621479,
15,0.0536237,
16,0.0757253,
17,0.0788876,
18,0.0910681,
19,0.0519251,
20,0.0690205,
21,0.0829247,
22,0.0702574,
23,0.053374,
24,0.182098,
25,0.366392,
26,0.125411,
27,0.0608024,
28,0.105876,
29,0.180768,
30,0.194582,
31,0.0527873,
32,0.148218,
33,0.127474,
34,0.100278,
35,0.061544,
36,0.131001,
37,0.101842,
38,0.125973,
39,0.0589829,
40,0.13075,
41,0.0968321,
42,0.146254,
43,0.0525348,
44,0.131633,
45,0.14119,
46,0.100696,
47,0.0464815,
48,0.153857,
49,0.112937,
50,0.101611,
51,0.0588566,
52,0.0771096,
53,0.120518,
54,0.118465,
55,0.0522094,
56,0.0842835,
57,0.135819,
58,0.0840152,
59,0.0535536,
60,0.109864,
61,0.124692,
62,0.190233,
63,0.0581304,
64,0.0804506,
65,0.0830113,
66,0.141443,
67,0.0515789,
68,0.0862503,
69,0.188007,
70,0.133506,
71,0.0521126,
72,0.163799,
73,0.107146,
74,0.0927277,
75,0.0622412,
76,0.0701535,
77,0.122796,
78,0.126902,
79,0.0565711,
