0,0.884774,
1,0.961591,
2,0.935528,
3,0.879287,
4,0.925926,
5,0.951989,
6,0.994513,
7,0.938272,
8,1,
9,0.934156,
10,0.956104,
11,0.927298,
12,0.964335,
13,0.924554,
14,0.938272,
15,0.96845,
16,0.939643,
17,0.995885,
18,0.91358,
19,0.967078,
20,0.965706,
21,0.90535,
22,0.982167,
23,0.969822,
24,0.984911,
25,0.982167,
26,0.928669,
27,0.958848,
28,0.932785,
29,0.895748,
30,0.964335,
31,0.943759,
32,0.990398,
33,0.888889,
34,0.858711,
35,0.0233196,
36,0.705075,
37,0.794239,
38,0.85048,
39,0.474623,
40,0.973937,
41,0.855967,
42,0.891632,
43,0,
44,0.703704,
45,0.849108,
46,0.753086,
47,0.447188,
48,0.96022,
49,0.919067,
50,0.967078,
51,0.938272,
52,0.942387,
53,0.973937,
54,0.899863,
55,0.920439,
56,0.902606,
57,0.925926,
58,0.894376,
59,0.875171,
60,0.914952,
61,0.912208,
62,0.9369,
63,0.90535,
64,0.950617,
65,0.880658,
66,0.798354,
67,0.908093,
68,0.925926,
69,0.849108,
70,0.879287,
71,0.883402,
72,0.967078,
73,0.84225,
74,0.916324,
75,0.94513,
76,0.941015,
77,0.901235,
78,0.869685,
79,0.893004,
